Rank,Hospital,Country
3165,Waterbury Hospital Health Center,United States of America
3169,Fort Sanders Regional Medical Center Knoxville TN,United States of America
3171,Carlisle Regional Medical Center,United States of America
3173,Mercy Medical Alabama,United States of America
3173,Milford Regional Medical Center MA,United States of America
3173,San Ramon Regional Medical Center CA,United States of America
3176,Stillwater Medical Center Stillwater Oklahoma,United States of America
3176,Miami Jewish Home & Hospital at Douglas Gardens,United States of America
3179,Providence Hospital Washington DC,United States of America
3179,Heart of America Medical Center,United States of America
3184,Community Hospital in Western Colorado,United States of America
3184,Beebe Healthcare,United States of America
3184,Cary Medical Center,United States of America
3190,Morehead Memorial Hospital,United States of America
3190,Dominion Fertility Clinic,United States of America
3192,North Hills Hospital,United States of America
3199,Mcdonough District Hospital,United States of America
3203,Mercy Medical Center Community Roseburg Oregon,United States of America
3208,Elkhart General Healthcare System,United States of America
3208,Holy Rosary Health Center,United States of America
3208,Woman's Hospital Baton Rouge,United States of America
3208,Blythedale Children's Hospital,United States of America
3214,White Plains Hospital Center,United States of America
3219,Genetics & IVF Institute,United States of America
3219,Kuakini Health System a Health Care Organization,United States of America
3223,Wheaton Franciscan Healthcare Iowa,United States of America
3226,Wayne Memorial Health System,United States of America
3228,Kansas Hospital Association,United States of America
3235,Emh Regional Healthcare System,United States of America
3238,Lake Chelan Community Hospital WA,United States of America
3243,Dch Health System,United States of America
3243,Campbell County Memorial Hospital WY,United States of America
3247,Sutter Davis Hospital,United States of America
3254,Skagit Valley Hospital (Northwest Urology Clinic),United States of America
3260,CHRISTUS St Michael Hospital (Atlanta Memorial Hospital),United States of America
3260,Ephrata Community Hospital,United States of America
3260,Houston Northwest Medical Center TX,United States of America
3260,St Mary's Hospital in Waterbury,United States of America
3269,Saint Mary's Medical Center,United States of America
3280,Roger Williams Medical Center,United States of America
3280,John T Mather Memorial Hospital,United States of America
3289,Lifecare Hospitals NV,United States of America
3293,Stamford Hospital,United States of America
3295,Mississippi State Hospital,United States of America
3295,TrisStar Hendersonville Medical Center,United States of America
3300,Sierra View District Hospital,United States of America
3300,Atlantic General Hospital,United States of America
3300,Central Baptist Hospital,United States of America
3305,Good Samaritan Health Systems Kearney Nebraska,United States of America
3305,Butler County Health Care Center,United States of America
3313,Schuyler Hospital,United States of America
3321,National Park Medical Center,United States of America
3323,Passavant Area Hospital,United States of America
3325,Alameda Health System,United States of America
3325,Tift Regional Medical Center Tifton Georgia,United States of America
3329,Regional Medical Center of Orangeburg and Calhoun Counties,United States of America
3329,Hanover Hospital,United States of America
3333,Wood County Hospital,United States of America
3333,Cooley Dickinson Hospital,United States of America
3338,Guthrie County Hospital,United States of America
3340,Pittsburgh Mercy Health System,United States of America
3344,William Beaumont Army Medical Center,United States of America
3350,Tuality Healthcare Hillsboro Oregon,United States of America
3359,Cookeville Regional Medical Center,United States of America
3359,Queen of The Valley Hospital,United States of America
3361,William S Middleton Memorial Veterans Affairs Hospital,United States of America
3367,Jameson Health System,United States of America
3376,Fremont Rideout Health Group,United States of America
3383,Osf Saint Mary Medical Center,United States of America
3383,Rutland Regional Medical Center,United States of America
3383,Centerpoint Medical Center,United States of America
3383,Central Texas Veterans Health Care System,United States of America
3383,Veterans Affaires Southern Nevada Healthcare System,United States of America
3383,Meade District Hospital,United States of America
3392,Schiffert Health Center,United States of America
3392,Parkland Medical Center Derry NH,United States of America
3392,Rush Oak Park Hospital,United States of America
3392,St Joseph Healthcare Nashua New Hampshire,United States of America
3397,Lafayette General Medical Center Lafayette Louisiana,United States of America
3397,Broadlawns Medical Center,United States of America
3406,St Mary‰Ûªs Hospital and Regional Medical Center,United States of America
3410,Champlain Valley Physicians Hospital,United States of America
3410,Lawrence General Hospital,United States of America
3416,Rehoboth Mckinley Christian Health Care Services,United States of America
3427,Palmetto General Hospital,United States of America
3431,Timpanogos Regional Hospital Orem UT,United States of America
3435,Brookwood Medical Center,United States of America
3435,Gunnison Valley Hospital Colorado,United States of America
3441,Fauquier Health System,United States of America
3443,Saratoga Hospital,United States of America
3443,Fort Sanders Sevier Medical Center Sevierville TN,United States of America
